geneID	leaf.AVG	stem.AVG	LogFC
GSCOC_T00018909001	2.82	2.77	-0.05
GSCOC_T00018911001	2.57	0.74	-1.83
GSCOC_T00018912001	0.71	-1.09	-1.8
GSCOC_T00018913001	4.97	5.26	0.29
GSCOC_T00018918001	5.01	4.53	-0.49
GSCOC_T00018928001	7.59	5.49	-2.1
GSCOC_T00018929001	6.25	5.89	-0.37
GSCOC_T00018930001	5.64	5.66	0.02
GSCOC_T00018931001	4.62	2.26	-2.36
GSCOC_T00018932001	4.52	4.41	-0.11
GSCOC_T00018936001	6.25	6.13	-0.12
GSCOC_T00018937001	6	5.96	-0.03
GSCOC_T00018943001	0.62	1.55	0.93
GSCOC_T00018946001	1.92	-2.93	-4.85
GSCOC_T00018947001	2.93	-0.38	-3.31
GSCOC_T00018954001	3.15	2.69	-0.45
GSCOC_T00018956001	5.15	4.31	-0.84
GSCOC_T00018959001	5.8	5.55	-0.25
GSCOC_T00018960001	4.84	4.78	-0.06
GSCOC_T00018977001	4.07	1.23	-2.84
GSCOC_T00018987001	4.12	3.39	-0.73
GSCOC_T00018992001	0.57	0.68	0.11
GSCOC_T00018993001	2.89	2.46	-0.43
GSCOC_T00018998001	-2.33	2.91	5.24
GSCOC_T00019008001	2.72	3.08	0.35
GSCOC_T00019020001	-0.29	0.5	0.79
GSCOC_T00019035001	3.2	2.6	-0.6
GSCOC_T00019039001	5.68	6.08	0.4
GSCOC_T00019040001	4.41	3.91	-0.5
GSCOC_T00019041001	2.02	2.52	0.49
GSCOC_T00019050001	-1.88	3.9	5.78
GSCOC_T00019052001	4.24	4.45	0.22
GSCOC_T00019054001	1.97	1.36	-0.61
GSCOC_T00019055001	4.66	2.97	-1.7
GSCOC_T00019061001	6.47	5.76	-0.71
GSCOC_T00019063001	6.49	5.87	-0.62
GSCOC_T00019064001	6.21	6.56	0.35
GSCOC_T00019065001	4.3	4.77	0.47
GSCOC_T00019066001	1.58	1.44	-0.14
GSCOC_T00019067001	3.45	6.56	3.11
GSCOC_T00019068001	4.93	5.12	0.19
GSCOC_T00019070001	6.74	6.01	-0.73
GSCOC_T00019071001	6.44	6.94	0.5
GSCOC_T00019073001	1.36	-1.25	-2.61
GSCOC_T00019074001	4.13	3.21	-0.91
GSCOC_T00019075001	3.06	2.54	-0.52
GSCOC_T00019077001	4.6	5.32	0.72
GSCOC_T00019080001	3.91	4.79	0.89
GSCOC_T00019081001	-0.04	0.49	0.53
GSCOC_T00019083001	-0.89	5.08	5.97
GSCOC_T00019084001	4.94	3.19	-1.75
GSCOC_T00019086001	2.85	3.17	0.32
GSCOC_T00019087001	4.1	3.49	-0.61
GSCOC_T00019088001	4.32	3.98	-0.34
GSCOC_T00019089001	6.42	5.81	-0.61
GSCOC_T00019091001	6.45	5.59	-0.86
GSCOC_T00019094001	1.73	2.42	0.69
GSCOC_T00019095001	3.9	2.3	-1.59
GSCOC_T00019098001	3.98	4.26	0.28
GSCOC_T00019099001	4.54	3.34	-1.2
GSCOC_T00019100001	4.22	5.11	0.89
GSCOC_T00019101001	1.14	3.16	2.02
GSCOC_T00019102001	1.82	3.63	1.81
GSCOC_T00019103001	5.85	6.51	0.66
GSCOC_T00019106001	3.44	3.42	-0.01
GSCOC_T00019107001	5.75	6.88	1.13
GSCOC_T00019109001	4.71	5.92	1.21
GSCOC_T00019110001	6.26	6.52	0.26
GSCOC_T00019111001	5.79	6.02	0.23
GSCOC_T00019112001	5.28	5.25	-0.03
GSCOC_T00019113001	7.23	7.44	0.21
GSCOC_T00019114001	6.22	6.09	-0.13
GSCOC_T00019115001	4.66	4.32	-0.35
GSCOC_T00019116001	3.4	3.1	-0.3
GSCOC_T00019117001	1.96	5.29	3.33
GSCOC_T00019119001	5.77	6.12	0.35
GSCOC_T00019120001	3.69	2.96	-0.73
GSCOC_T00019121001	5.9	6.43	0.52
GSCOC_T00019122001	7.44	3.78	-3.67
GSCOC_T00019124001	3.7	3.53	-0.17
GSCOC_T00019126001	8.16	7.81	-0.35
GSCOC_T00019128001	4.67	5.27	0.6
GSCOC_T00019131001	3.09	1.73	-1.36
GSCOC_T00019133001	6.66	5.71	-0.96
GSCOC_T00019134001	6.45	6.82	0.37
GSCOC_T00019135001	5.92	5.71	-0.21
GSCOC_T00019136001	4.22	4.49	0.27
GSCOC_T00019137001	3.15	2.95	-0.19
GSCOC_T00019138001	4.27	4.5	0.23
GSCOC_T00019139001	-0.15	4.21	4.36
GSCOC_T00019140001	5.41	5.33	-0.09
GSCOC_T00019141001	4.08	3.53	-0.55
GSCOC_T00019142001	5.94	8.27	2.33
GSCOC_T00019143001	5.41	5.01	-0.4
GSCOC_T00019144001	5.66	6.53	0.87
GSCOC_T00019145001	6.66	5.99	-0.67
GSCOC_T00019146001	2.98	4.8	1.82
GSCOC_T00019147001	5.5	9.63	4.12
GSCOC_T00019148001	3.77	3.71	-0.06
GSCOC_T00019149001	5.11	5.07	-0.04
GSCOC_T00019150001	3.65	2.21	-1.43
GSCOC_T00019151001	7.67	7	-0.67
GSCOC_T00019153001	5.44	3.8	-1.64
GSCOC_T00019154001	5.01	6.43	1.42
GSCOC_T00019155001	6.21	5.91	-0.3
GSCOC_T00019157001	1.74	3.41	1.67
GSCOC_T00019158001	4.14	4.81	0.67
GSCOC_T00019160001	6.4	4.21	-2.19
GSCOC_T00019161001	2.88	2.78	-0.1
GSCOC_T00019162001	8.38	7.97	-0.41
GSCOC_T00019163001	6.37	6.36	-0
GSCOC_T00019165001	5.07	4.15	-0.92
GSCOC_T00019166001	1.98	4.49	2.5
GSCOC_T00019167001	5.52	5.15	-0.38
GSCOC_T00019168001	6.02	4.06	-1.96
GSCOC_T00019170001	4.57	5.88	1.31
GSCOC_T00019171001	3.22	3.18	-0.04
GSCOC_T00019173001	0.81	2.54	1.73
GSCOC_T00019174001	6.32	7.13	0.81
GSCOC_T00019175001	1.28	3.17	1.89
GSCOC_T00019176001	4.46	5.32	0.86
GSCOC_T00019177001	6.22	6.64	0.43
GSCOC_T00019179001	0.49	1.52	1.03
GSCOC_T00019181001	2.38	1.75	-0.64
GSCOC_T00019184001	6.3	6.19	-0.11
GSCOC_T00019185001	4.99	4.62	-0.37
GSCOC_T00019186001	1.74	0.85	-0.89
GSCOC_T00019187001	5.38	5.71	0.34
GSCOC_T00019188001	5.31	5.06	-0.25
GSCOC_T00019191001	5.49	4.93	-0.56
GSCOC_T00019192001	2.15	0.79	-1.36
GSCOC_T00019193001	6.08	7.16	1.09
GSCOC_T00019194001	5.44	6.45	1.02
GSCOC_T00019195001	6.25	5.91	-0.34
GSCOC_T00019196001	5.97	4.72	-1.25
GSCOC_T00019198001	5.74	4.88	-0.86
GSCOC_T00019201001	6.61	6.03	-0.58
GSCOC_T00019202001	-0.09	0.62	0.71
GSCOC_T00019203001	6.38	7.19	0.82
GSCOC_T00019204001	7.88	7.65	-0.23
GSCOC_T00019205001	6.77	6.62	-0.15
GSCOC_T00019208001	0.08	1.36	1.28
GSCOC_T00019209001	7.01	7.46	0.45
GSCOC_T00019212001	4.42	4.57	0.15
GSCOC_T00019213001	6.59	6.25	-0.34
GSCOC_T00019214001	5.15	5.01	-0.14
GSCOC_T00019215001	5.31	5.49	0.18
GSCOC_T00019218001	6.13	6.11	-0.02
GSCOC_T00019219001	4.88	4.83	-0.05
GSCOC_T00019220001	7.16	7.07	-0.09
GSCOC_T00019221001	5.56	4.88	-0.68
GSCOC_T00019222001	2.53	3.99	1.46
GSCOC_T00019223001	5.63	5.54	-0.09
GSCOC_T00019224001	5.73	4.91	-0.83
GSCOC_T00019225001	5.87	5.13	-0.74
GSCOC_T00019226001	4.8	3.35	-1.45
GSCOC_T00019228001	2.99	2.46	-0.53
GSCOC_T00019229001	5.3	4.76	-0.54
GSCOC_T00019230001	5.07	4.6	-0.48
GSCOC_T00019232001	6.52	6.65	0.13
GSCOC_T00019234001	5.86	7.5	1.63
GSCOC_T00019235001	2.09	3.05	0.96
GSCOC_T00019236001	5.46	5.95	0.49
GSCOC_T00019237001	5.5	5.57	0.07
GSCOC_T00019238001	6.6	6.95	0.35
GSCOC_T00019240001	4.44	5.1	0.66
GSCOC_T00019241001	6.47	4.44	-2.03
GSCOC_T00019243001	4.97	4.54	-0.43
GSCOC_T00019244001	6.6	5.28	-1.32
GSCOC_T00019245001	6.38	5.24	-1.14
GSCOC_T00019246001	6.84	5.28	-1.56
GSCOC_T00019247001	6.8	6.47	-0.34
GSCOC_T00019250001	2.35	2.81	0.47
GSCOC_T00019251001	6.73	5.6	-1.13
GSCOC_T00019254001	4.79	3.72	-1.08
GSCOC_T00019257001	5.45	5.01	-0.44
GSCOC_T00019258001	4.29	4.22	-0.08
GSCOC_T00019259001	3.5	2.28	-1.22
GSCOC_T00019260001	-2.46	1.86	4.32
GSCOC_T00019274001	5.03	3.63	-1.4
GSCOC_T00019276001	1.99	3.23	1.24
GSCOC_T00019280001	3.83	3.82	-0.01
GSCOC_T00019285001	-1.68	1.57	3.25
GSCOC_T00019289001	5.55	5.24	-0.3
GSCOC_T00019293001	0.56	0.42	-0.14
GSCOC_T00019296001	5.35	5.36	0
GSCOC_T00019297001	5.36	4.85	-0.51
GSCOC_T00019305001	6.11	5.06	-1.05
GSCOC_T00019307001	5.47	3.28	-2.19
GSCOC_T00019308001	2.64	5.04	2.4
GSCOC_T00019309001	6.48	6.58	0.1
GSCOC_T00019311001	2.2	2.68	0.48
GSCOC_T00019320001	2.28	2.67	0.39
GSCOC_T00019321001	5.02	4.84	-0.18
GSCOC_T00019326001	5.33	4.61	-0.72
GSCOC_T00019329001	0.56	0.48	-0.09
GSCOC_T00019332001	5.36	5.25	-0.11
GSCOC_T00019333001	4.83	4.65	-0.17
GSCOC_T00019335001	0.83	1.49	0.66
GSCOC_T00019338001	8.12	6.14	-1.98
GSCOC_T00019340001	1.99	2.05	0.05
GSCOC_T00019341001	4.82	4.67	-0.15
GSCOC_T00019342001	2.5	2.43	-0.07
GSCOC_T00019359001	6.1	5.7	-0.4
GSCOC_T00019363001	4.45	5.86	1.41
GSCOC_T00019365001	3.86	4.38	0.52
GSCOC_T00019374001	4.6	5.02	0.41
GSCOC_T00019375001	4.03	4.03	-0
GSCOC_T00019377001	3.46	3.48	0.02
GSCOC_T00019384001	4.99	4.5	-0.48
GSCOC_T00019389001	1.79	2.19	0.4
GSCOC_T00019391001	1.6	1.16	-0.44
GSCOC_T00019392001	5.56	5.2	-0.36
GSCOC_T00019397001	4.51	3.82	-0.69
GSCOC_T00019399001	2.84	1.32	-1.52
GSCOC_T00019421001	5.29	4.93	-0.36
GSCOC_T00019422001	4.13	3.77	-0.36
GSCOC_T00019424001	6.97	6.77	-0.2
GSCOC_T00019425001	4.61	4.49	-0.12
GSCOC_T00019426001	2.84	3.31	0.47
GSCOC_T00019436001	5.89	5.7	-0.19
GSCOC_T00019438001	8.09	8.1	0.01
GSCOC_T00019440001	-3.21	1.41	4.62
GSCOC_T00019442001	3.71	4.54	0.83
GSCOC_T00019443001	4.3	3.76	-0.54
GSCOC_T00019445001	5.58	3.67	-1.91
GSCOC_T00019446001	1.53	2.01	0.47
GSCOC_T00019447001	8.47	4.49	-3.98
GSCOC_T00019448001	4.07	2.83	-1.24
GSCOC_T00019451001	4.42	4.75	0.33
GSCOC_T00019453001	4.41	4.38	-0.03
GSCOC_T00019454001	6.95	6.9	-0.05
GSCOC_T00019456001	3.98	4.19	0.21
GSCOC_T00019457001	6.61	6.32	-0.29
GSCOC_T00019458001	1.17	1.35	0.19
GSCOC_T00019460001	1.45	0.92	-0.53
GSCOC_T00019463001	5.45	6.98	1.53
GSCOC_T00019466001	3.89	4.49	0.61
GSCOC_T00019469001	7.1	8.23	1.14
GSCOC_T00019470001	5.03	5.4	0.37
GSCOC_T00019472001	6.95	8.5	1.54
GSCOC_T00019473001	4.81	5.65	0.83
GSCOC_T00019474001	3.93	3.77	-0.15
GSCOC_T00019475001	4.36	3.7	-0.66
GSCOC_T00019478001	0.09	1.93	1.84
GSCOC_T00019481001	1.85	9.58	7.73
GSCOC_T00019482001	4.74	4.83	0.09
GSCOC_T00019488001	8.51	6.21	-2.3
GSCOC_T00019491001	2.51	3.96	1.45
GSCOC_T00019492001	3.39	2.93	-0.45
GSCOC_T00019496001	1.72	5.07	3.36
GSCOC_T00019498001	0.3	4.38	4.08
GSCOC_T00019500001	7.59	7.24	-0.35
GSCOC_T00019506001	4.53	3.99	-0.54
GSCOC_T00019508001	5.17	4.72	-0.45
GSCOC_T00019509001	2.29	2.13	-0.15
GSCOC_T00019512001	8.53	9.62	1.09
GSCOC_T00019516001	4.48	4.03	-0.46
GSCOC_T00019517001	3.63	3.72	0.09
GSCOC_T00019519001	4.73	4.98	0.25
GSCOC_T00019521001	5.51	3.61	-1.9
GSCOC_T00019522001	1.51	-0.47	-1.98
GSCOC_T00019524001	6.83	6.87	0.04
GSCOC_T00019528001	5.12	4.59	-0.53
GSCOC_T00019529001	0.04	3.23	3.19
GSCOC_T00019530001	5.87	4.71	-1.16
GSCOC_T00019532001	5.22	4.01	-1.21
GSCOC_T00019534001	5.22	3.85	-1.37
GSCOC_T00019535001	5.37	4.82	-0.56
GSCOC_T00019536001	3.86	3.48	-0.38
GSCOC_T00019537001	4.29	3.93	-0.35
GSCOC_T00019540001	2.49	2.39	-0.1
GSCOC_T00019541001	3.82	2.21	-1.61
GSCOC_T00019542001	0.04	1.95	1.91
GSCOC_T00019544001	2.34	6.06	3.72
GSCOC_T00019547001	6.57	8.84	2.28
GSCOC_T00019550001	-0.38	2.09	2.48
GSCOC_T00019554001	1.57	4.22	2.66
GSCOC_T00019557001	5.7	5.33	-0.38
GSCOC_T00019559001	5.47	4.26	-1.21
GSCOC_T00019561001	-2.52	2.37	4.89
GSCOC_T00019562001	1.96	5.78	3.82
GSCOC_T00019568001	8.31	6.43	-1.88
GSCOC_T00019569001	3.93	4.06	0.13
GSCOC_T00019571001	2.41	3.04	0.63
GSCOC_T00019572001	3.17	3.73	0.56
GSCOC_T00019578001	-0.73	3.74	4.46
GSCOC_T00019588001	6.53	6.55	0.02
GSCOC_T00019589001	7.17	7.23	0.06
GSCOC_T00019592001	6.31	6.73	0.43
GSCOC_T00019594001	6.33	7.2	0.87
GSCOC_T00019596001	3.53	3.09	-0.44
GSCOC_T00019601001	6.32	7.01	0.69
GSCOC_T00019604001	-1.31	0.42	1.73
GSCOC_T00019610001	4.22	5.04	0.82
GSCOC_T00019612001	4.23	4.16	-0.07
GSCOC_T00019613001	1.5	3.58	2.08
GSCOC_T00019614001	6.34	4.24	-2.1
GSCOC_T00019617001	3.29	2.08	-1.21
GSCOC_T00019630001	1.55	1.34	-0.21
GSCOC_T00019631001	0.36	0.03	-0.33
GSCOC_T00019638001	3.09	2.93	-0.17
GSCOC_T00019639001	4.74	4.64	-0.11
GSCOC_T00019641001	-0.7	4.02	4.72
GSCOC_T00019643001	4.87	4.94	0.06
GSCOC_T00019647001	2.33	2.02	-0.31
GSCOC_T00019650001	7.05	4.25	-2.8
GSCOC_T00019651001	3.49	3.18	-0.31
GSCOC_T00019652001	3.51	4.43	0.91
GSCOC_T00019655001	1.17	1.96	0.79
GSCOC_T00019665001	1.8	0.94	-0.86
GSCOC_T00019673001	0.36	1.27	0.91
GSCOC_T00019678001	1.6	-1.61	-3.21
GSCOC_T00019680001	4.58	5.06	0.48
GSCOC_T00019681001	4.2	3.87	-0.34
GSCOC_T00019682001	3.64	3.82	0.18
GSCOC_T00019685001	3.87	3.68	-0.19
GSCOC_T00019687001	2.74	2.75	0.01
GSCOC_T00019688001	2.65	1.62	-1.03
GSCOC_T00019689001	2.84	1.35	-1.49
GSCOC_T00019747001	3.19	1.33	-1.86
GSCOC_T00019754001	0.58	0.55	-0.03
GSCOC_T00019757001	3.68	1.6	-2.07
GSCOC_T00019758001	1.59	-2.38	-3.97
GSCOC_T00019765001	4.9	5.96	1.06
GSCOC_T00019769001	2.14	3.35	1.2
GSCOC_T00019775001	6.38	5.45	-0.92
GSCOC_T00019776001	5.53	5.75	0.22
GSCOC_T00019777001	8.33	8.19	-0.14
GSCOC_T00019778001	7.67	4.88	-2.79
GSCOC_T00019779001	5.85	5.5	-0.34
GSCOC_T00019780001	3.54	3.93	0.39
GSCOC_T00019782001	6.35	6.66	0.31
GSCOC_T00019783001	2.82	2.8	-0.03
GSCOC_T00019784001	6.38	6.39	0.01
GSCOC_T00019785001	4.63	4.48	-0.15
GSCOC_T00019786001	3.86	3.98	0.12
GSCOC_T00019787001	7.29	6.92	-0.37
GSCOC_T00019788001	6.05	6.17	0.12
GSCOC_T00019789001	3.3	2.76	-0.54
GSCOC_T00019790001	6.4	5.16	-1.24
GSCOC_T00019791001	5.19	4.66	-0.53
GSCOC_T00019792001	4.38	5.13	0.75
GSCOC_T00019793001	3.75	3.63	-0.12
GSCOC_T00019794001	6.25	6.24	-0.01
GSCOC_T00019796001	5.97	3.95	-2.02
GSCOC_T00019798001	2.96	2.92	-0.04
GSCOC_T00019800001	4.62	4.99	0.37
GSCOC_T00019801001	6.89	6.76	-0.12
GSCOC_T00019802001	4.91	5.23	0.32
GSCOC_T00019803001	2.62	2.94	0.32
GSCOC_T00019804001	5.42	6.03	0.62
GSCOC_T00019805001	6.76	5.98	-0.78
GSCOC_T00019806001	3.73	3.43	-0.3
GSCOC_T00019807001	2.72	3.47	0.75
GSCOC_T00019808001	6.39	6.35	-0.04
GSCOC_T00019809001	5.3	6.32	1.02
GSCOC_T00019810001	6.59	6.62	0.03
GSCOC_T00019812001	7.43	7.53	0.1
GSCOC_T00019813001	5.46	5.87	0.41
GSCOC_T00019814001	6.52	5.51	-1
GSCOC_T00019815001	0.22	4.85	4.63
GSCOC_T00019816001	4.89	5.29	0.4
GSCOC_T00019817001	0.76	5.02	4.26
GSCOC_T00019818001	5.8	5.65	-0.15
GSCOC_T00019819001	1.44	5.04	3.59
GSCOC_T00019822001	4.31	5.57	1.26
GSCOC_T00019824001	6.36	4.02	-2.35
GSCOC_T00019827001	4.14	4.45	0.3
GSCOC_T00019828001	1.37	1.4	0.03
GSCOC_T00019829001	5.41	6.13	0.73
GSCOC_T00019830001	5.77	6.38	0.61
GSCOC_T00019832001	7.3	6.1	-1.2
GSCOC_T00019833001	5.61	4.14	-1.47
GSCOC_T00019835001	5.66	5.39	-0.27
GSCOC_T00019837001	6.84	6.77	-0.06
GSCOC_T00019838001	5.73	5.95	0.22
GSCOC_T00019839001	5.25	5.57	0.31
GSCOC_T00019840001	5.36	5.52	0.17
GSCOC_T00019841001	3.65	3.79	0.13
GSCOC_T00019842001	4.76	3.97	-0.79
GSCOC_T00019843001	6.12	5.96	-0.15
GSCOC_T00019845001	4.15	4.12	-0.03
GSCOC_T00019846001	0.66	1.3	0.63
GSCOC_T00019849001	6.48	5.36	-1.13
GSCOC_T00019853001	4.56	0.86	-3.7
GSCOC_T00019854001	5.13	1.99	-3.15
GSCOC_T00019856001	5.1	0.52	-4.59
GSCOC_T00019857001	3.3	4.21	0.91
GSCOC_T00019858001	6.91	7.11	0.2
GSCOC_T00019859001	4.22	5.5	1.29
GSCOC_T00019860001	8.76	8.87	0.11
GSCOC_T00019861001	4.9	5.66	0.77
GSCOC_T00019862001	1.53	5.49	3.96
GSCOC_T00019867001	6.17	6.17	-0
GSCOC_T00019870001	6.87	10.33	3.46
GSCOC_T00019871001	7.14	4.56	-2.58
GSCOC_T00019873001	4.12	4	-0.12
GSCOC_T00019875001	1.49	-0.1	-1.59
GSCOC_T00019876001	3.77	3.43	-0.34
GSCOC_T00019878001	3.74	4.89	1.15
GSCOC_T00019879001	8.11	6.53	-1.58
GSCOC_T00019883001	3.24	2.73	-0.51
GSCOC_T00019884001	4.62	4.92	0.3
GSCOC_T00019885001	9.42	7.78	-1.63
GSCOC_T00019886001	5.04	5.68	0.64
GSCOC_T00019888001	6.1	5.75	-0.35
GSCOC_T00019889001	2.73	1.44	-1.29
GSCOC_T00019890001	5.78	6.1	0.32
GSCOC_T00019891001	3.8	2.86	-0.94
GSCOC_T00019892001	1.77	2.12	0.36
GSCOC_T00019893001	1.25	1.22	-0.03
GSCOC_T00019895001	4.51	4.12	-0.39
GSCOC_T00019898001	5.92	6.11	0.18
GSCOC_T00019900001	5.37	5.5	0.13
GSCOC_T00019902001	6.29	6.53	0.24
GSCOC_T00019904001	-1.25	0.67	1.92
GSCOC_T00019906001	3.77	5.46	1.69
GSCOC_T00019908001	6.98	6.43	-0.54
GSCOC_T00019909001	2.11	-0.35	-2.46
GSCOC_T00019910001	6.1	4.3	-1.8
GSCOC_T00019911001	3.71	3.63	-0.08
GSCOC_T00019912001	7.32	7.23	-0.09
GSCOC_T00019913001	5.94	6.42	0.48
GSCOC_T00019914001	6.98	7.24	0.26
GSCOC_T00019915001	4.15	4.15	-0
GSCOC_T00019917001	2.92	5.16	2.24
GSCOC_T00019918001	5.1	5.07	-0.03
GSCOC_T00019919001	6	6.01	0.01
GSCOC_T00019920001	2.88	3.86	0.98
GSCOC_T00019921001	6.47	4.84	-1.64
GSCOC_T00019923001	7.73	8.53	0.8
GSCOC_T00019924001	3.79	4.24	0.44
GSCOC_T00019926001	5.9	5.7	-0.2
GSCOC_T00019929001	5.86	5.8	-0.06
GSCOC_T00019930001	5.51	3.93	-1.58
GSCOC_T00019933001	-0.15	3.2	3.34
GSCOC_T00019934001	3.89	6.82	2.92
GSCOC_T00019936001	6.33	6.01	-0.32
GSCOC_T00019938001	6.11	6.53	0.42
GSCOC_T00019941001	4.42	4.7	0.28
GSCOC_T00019942001	4.86	1.26	-3.6
GSCOC_T00019943001	2.06	2.49	0.44
GSCOC_T00019944001	4.77	5.16	0.39
GSCOC_T00019945001	6.1	7.08	0.98
GSCOC_T00019950001	7.64	7.72	0.07
GSCOC_T00019952001	3.43	3.03	-0.4
GSCOC_T00019953001	6.14	6.43	0.29
GSCOC_T00019954001	6.58	3.13	-3.46
GSCOC_T00019956001	5.94	5.64	-0.3
GSCOC_T00019957001	5.94	5.47	-0.47
GSCOC_T00019958001	4.28	3.41	-0.87
GSCOC_T00019960001	5.14	4.91	-0.22
GSCOC_T00019962001	3.65	3.61	-0.04
GSCOC_T00019963001	5.49	5.69	0.21
GSCOC_T00019965001	-0.94	0.91	1.85
GSCOC_T00019966001	2.47	1.55	-0.91
GSCOC_T00019967001	5.67	5.39	-0.27
GSCOC_T00019968001	5.38	5.62	0.24
GSCOC_T00019970001	6.14	6.92	0.78
GSCOC_T00019971001	4.22	4.24	0.02
GSCOC_T00019974001	6.44	7.68	1.23
GSCOC_T00019975001	4.62	6.37	1.75
GSCOC_T00019977001	4.9	5.52	0.62
GSCOC_T00019978001	2.23	2.7	0.46
GSCOC_T00019979001	4.34	3.63	-0.71
GSCOC_T00019980001	5.77	5.36	-0.41
GSCOC_T00019981001	5.84	5.99	0.15
GSCOC_T00019983001	5.22	4.65	-0.57
GSCOC_T00019984001	1.82	0.53	-1.29
GSCOC_T00019985001	5.98	4.17	-1.81
GSCOC_T00019987001	5.66	6.01	0.35
GSCOC_T00019988001	1.04	3.17	2.14
GSCOC_T00019989001	6.1	8.05	1.95
GSCOC_T00019990001	3.78	3.76	-0.02
GSCOC_T00019991001	6.11	6.82	0.72
GSCOC_T00019993001	4.04	6.96	2.92
GSCOC_T00019994001	5.41	5.06	-0.34
GSCOC_T00019995001	7.67	6.68	-0.99
GSCOC_T00019996001	5.83	5.94	0.12
GSCOC_T00019997001	2.98	3.69	0.71
GSCOC_T00019999001	9.08	10.07	0.99
GSCOC_T00020001001	2.62	1.15	-1.47
GSCOC_T00020002001	1.36	0.3	-1.06
GSCOC_T00020003001	6.36	4.72	-1.64
GSCOC_T00020004001	5.91	5.61	-0.3
GSCOC_T00020005001	3	2.97	-0.03
GSCOC_T00020008001	7.73	7.17	-0.57
GSCOC_T00020012001	5.46	6.21	0.75
GSCOC_T00020013001	5.38	4.98	-0.39
GSCOC_T00020014001	1.46	3.49	2.02
GSCOC_T00020015001	5.46	5.43	-0.02
GSCOC_T00020016001	7.33	5.62	-1.71
GSCOC_T00020018001	6.77	6.87	0.1
GSCOC_T00020022001	7.48	5.15	-2.33
GSCOC_T00020023001	6.28	6.3	0.03
GSCOC_T00020025001	4.83	4.72	-0.11
GSCOC_T00020026001	4.98	4.9	-0.08
GSCOC_T00020027001	3.05	4.66	1.6
GSCOC_T00020028001	1.29	5.49	4.2
GSCOC_T00020030001	5.29	4.24	-1.05
GSCOC_T00020032001	3.35	4.45	1.1
GSCOC_T00020034001	1.64	4.61	2.97
GSCOC_T00020040001	5.46	5.58	0.12
GSCOC_T00020041001	4.49	5.46	0.97
GSCOC_T00020042001	5.28	4.38	-0.89
GSCOC_T00020043001	5.57	5.4	-0.16
GSCOC_T00020045001	3.23	4.67	1.44
GSCOC_T00020047001	5.86	5.23	-0.63
GSCOC_T00020048001	2.92	2.23	-0.69
GSCOC_T00020049001	0.16	2.1	1.94
GSCOC_T00020050001	2.04	2.82	0.78
GSCOC_T00020051001	6.25	4.13	-2.12
GSCOC_T00020053001	5.93	5.14	-0.79
GSCOC_T00020056001	4.94	6.1	1.16
GSCOC_T00020057001	3	4.08	1.07
GSCOC_T00020058001	2.36	4.21	1.85
GSCOC_T00020059001	6.45	5.53	-0.91
GSCOC_T00020061001	3.14	2.88	-0.27
GSCOC_T00020063001	6.09	7.45	1.37
GSCOC_T00020064001	4.61	4.08	-0.53
GSCOC_T00020065001	7.44	8.17	0.73
GSCOC_T00020066001	5.28	4.6	-0.68
GSCOC_T00020067001	4.78	4.55	-0.23
GSCOC_T00020069001	7.55	7.83	0.28
GSCOC_T00020070001	3.18	3.39	0.21
GSCOC_T00020071001	4.84	5.47	0.63
GSCOC_T00020073001	3.08	2.55	-0.52
GSCOC_T00020075001	6.41	5.37	-1.04
GSCOC_T00020076001	5.71	5.65	-0.06
GSCOC_T00020077001	5.49	4.94	-0.56
GSCOC_T00020078001	4.39	3.04	-1.35
GSCOC_T00020080001	-1.68	1.65	3.32
GSCOC_T00020081001	-1.22	1.14	2.36
GSCOC_T00020082001	6.65	2.76	-3.9
GSCOC_T00020085001	7.83	7.74	-0.09
GSCOC_T00020086001	5.37	4.79	-0.59
GSCOC_T00020087001	7.47	8.04	0.57
GSCOC_T00020088001	4.72	6.35	1.63
GSCOC_T00020090001	5.08	5.25	0.17
GSCOC_T00020092001	8.23	6.21	-2.03
GSCOC_T00020094001	2.68	3	0.32
GSCOC_T00020096001	4.97	4.62	-0.36
GSCOC_T00020097001	6.57	6.23	-0.35
GSCOC_T00020098001	5.21	6.25	1.03
GSCOC_T00020099001	3.55	6.64	3.09
GSCOC_T00020100001	4.37	3.55	-0.82
GSCOC_T00020101001	4.14	5.29	1.16
GSCOC_T00020102001	1.55	1.84	0.29
GSCOC_T00020103001	1.04	1.62	0.58
GSCOC_T00020104001	8.66	8.3	-0.36
GSCOC_T00020105001	5.57	4.68	-0.89
GSCOC_T00020108001	0.06	3.51	3.45
GSCOC_T00020111001	6.96	6.83	-0.13
GSCOC_T00020113001	-1.15	0.56	1.71
GSCOC_T00020114001	5.94	6.14	0.2
GSCOC_T00020115001	2.83	3.22	0.4
GSCOC_T00020116001	5.99	5.08	-0.9
GSCOC_T00020117001	4.74	3.61	-1.13
GSCOC_T00020119001	5.3	5.33	0.03
GSCOC_T00020120001	4.32	2.21	-2.11
GSCOC_T00020122001	6.03	6.61	0.58
GSCOC_T00020123001	4.19	2.45	-1.74
GSCOC_T00020125001	4.49	3.49	-1
GSCOC_T00020127001	7.75	7.17	-0.58
GSCOC_T00020129001	5.13	3.84	-1.3
GSCOC_T00020131001	4.48	0.34	-4.15
GSCOC_T00020132001	2.79	1.22	-1.57
GSCOC_T00020133001	5.83	6.05	0.22
