geneID	leaf.AVG	stem.AVG	LogFC
GSCOC_T00034653001	4.4	3.8	-0.6
GSCOC_T00034654001	1.83	1.75	-0.08
GSCOC_T00034661001	4.36	1.96	-2.4
GSCOC_T00034663001	3.36	3.8	0.44
GSCOC_T00034666001	8.92	8.66	-0.26
GSCOC_T00034670001	3.51	3.61	0.11
GSCOC_T00034671001	4.04	5.13	1.09
GSCOC_T00034672001	1.39	1.96	0.58
GSCOC_T00034673001	5.97	6.49	0.52
GSCOC_T00034675001	5.07	5.41	0.34
GSCOC_T00034676001	7.72	6.94	-0.78
GSCOC_T00034677001	5.46	3.2	-2.26
GSCOC_T00034680001	6.03	4.65	-1.39
GSCOC_T00034681001	5.15	6.03	0.88
GSCOC_T00034682001	7.44	3.14	-4.3
GSCOC_T00034687001	6.74	4.5	-2.24
GSCOC_T00034689001	5.07	4.44	-0.62
GSCOC_T00034692001	6.31	5.81	-0.5
GSCOC_T00034695001	3.56	5.95	2.39
GSCOC_T00034696001	5.97	6.21	0.24
GSCOC_T00034697001	2.41	2.05	-0.37
GSCOC_T00034698001	1	2.18	1.18
GSCOC_T00034701001	0.9	0.86	-0.04
GSCOC_T00034703001	0.91	0.8	-0.12
GSCOC_T00034704001	0.14	0.64	0.49
GSCOC_T00034711001	2.98	3.67	0.69
GSCOC_T00034712001	6.19	2.64	-3.54
GSCOC_T00034715001	6.23	4.59	-1.64
GSCOC_T00034717001	3.36	2.16	-1.2
GSCOC_T00034718001	4.37	3.13	-1.25
GSCOC_T00034721001	8.37	6.75	-1.62
GSCOC_T00034722001	5.24	4.66	-0.58
GSCOC_T00034723001	4.88	4.96	0.08
GSCOC_T00034725001	4.79	4.14	-0.65
GSCOC_T00034728001	2.15	1.56	-0.59
GSCOC_T00034729001	4.93	4.21	-0.71
GSCOC_T00034730001	4.4	5.04	0.63
GSCOC_T00034731001	1.78	2.05	0.27
GSCOC_T00034733001	7.22	6.06	-1.16
GSCOC_T00034737001	5.01	7.03	2.02
GSCOC_T00034738001	5.74	4.98	-0.76
GSCOC_T00034739001	5.62	4.54	-1.08
GSCOC_T00034747001	4.35	4.72	0.38
GSCOC_T00034748001	4.35	4.08	-0.27
GSCOC_T00034750001	3.15	2.38	-0.78
GSCOC_T00034753001	7.44	6.69	-0.75
GSCOC_T00034756001	7.3	7.6	0.3
GSCOC_T00034759001	4.99	5.29	0.29
GSCOC_T00034763001	4.53	4.66	0.13
GSCOC_T00034765001	2.46	4.77	2.31
GSCOC_T00034767001	4.97	4.87	-0.09
GSCOC_T00034768001	3.25	2.96	-0.29
GSCOC_T00034769001	1.38	1.13	-0.25
GSCOC_T00034770001	6.65	6.69	0.04
GSCOC_T00034772001	7.46	3.38	-4.09
GSCOC_T00034773001	6.87	6.75	-0.12
GSCOC_T00034776001	7.13	7.23	0.1
GSCOC_T00034777001	5.87	5.69	-0.18
GSCOC_T00034778001	6.03	5.23	-0.8
GSCOC_T00034780001	6.51	6.94	0.43
GSCOC_T00034782001	6.23	5.77	-0.46
GSCOC_T00034783001	8.34	8.53	0.18
GSCOC_T00034784001	0.66	3.63	2.96
GSCOC_T00034785001	4.44	5.72	1.28
GSCOC_T00034786001	0.16	1.48	1.31
GSCOC_T00034787001	5.3	5.66	0.36
GSCOC_T00034788001	2.45	3.81	1.36
GSCOC_T00034789001	5.94	5.45	-0.49
GSCOC_T00034790001	5.85	5.44	-0.41
GSCOC_T00034791001	6.95	6.97	0.02
GSCOC_T00034792001	5.79	5.42	-0.37
GSCOC_T00034793001	2.34	2.5	0.16
GSCOC_T00034795001	7.11	6.77	-0.34
GSCOC_T00034796001	5.86	5.28	-0.57
GSCOC_T00034797001	2.95	2.78	-0.17
GSCOC_T00034799001	1.91	-2.74	-4.65
GSCOC_T00034801001	0.42	2.13	1.7
GSCOC_T00034802001	4.46	5.94	1.48
GSCOC_T00034803001	0.45	4.71	4.25
GSCOC_T00034806001	2.06	-0	-2.07
GSCOC_T00034807001	1.21	3.33	2.12
GSCOC_T00034808001	5.56	5.74	0.18
GSCOC_T00034810001	4.24	2.13	-2.12
GSCOC_T00034815001	5.32	3.34	-1.98
GSCOC_T00034818001	5.82	5.43	-0.39
GSCOC_T00034822001	4.5	2.9	-1.6
GSCOC_T00034829001	-0.66	3.4	4.06
GSCOC_T00034830001	4.84	4.41	-0.43
GSCOC_T00034833001	2.13	-1.21	-3.35
GSCOC_T00034834001	5.96	3.02	-2.94
GSCOC_T00034836001	4.61	2.14	-2.47
GSCOC_T00034837001	3.32	2.25	-1.07
GSCOC_T00034841001	5.15	6.19	1.03
GSCOC_T00034843001	4.22	4.75	0.52
GSCOC_T00034845001	2.95	2.79	-0.16
GSCOC_T00034846001	4.4	4.1	-0.3
GSCOC_T00034848001	4.62	4.91	0.28
GSCOC_T00034850001	3.44	1.88	-1.55
GSCOC_T00034851001	7.21	5.45	-1.76
GSCOC_T00034852001	5.86	5.54	-0.32
GSCOC_T00034853001	0.76	2.35	1.59
GSCOC_T00034854001	2.73	3.86	1.14
GSCOC_T00034855001	6.63	7.39	0.76
GSCOC_T00034856001	2.56	2.78	0.22
GSCOC_T00034857001	5.87	5.92	0.05
GSCOC_T00034858001	6.13	5.96	-0.17
GSCOC_T00034862001	4.99	5.58	0.59
GSCOC_T00034863001	5	7.42	2.43
GSCOC_T00034864001	5.42	4.78	-0.65
GSCOC_T00034865001	2.36	0.27	-2.09
GSCOC_T00034869001	3.8	3.62	-0.18
GSCOC_T00034874001	8.65	7.8	-0.85
GSCOC_T00034875001	-1.3	2.61	3.91
GSCOC_T00034876001	2.94	2.17	-0.77
GSCOC_T00034877001	3.3	4.66	1.37
GSCOC_T00034879001	4.42	5.22	0.8
GSCOC_T00034880001	0.75	4.19	3.44
GSCOC_T00034882001	2.93	4.02	1.09
GSCOC_T00034883001	6.39	6.1	-0.29
GSCOC_T00034884001	5.7	5.82	0.12
GSCOC_T00034885001	4.29	5.66	1.38
GSCOC_T00034887001	4.76	5.37	0.6
GSCOC_T00034888001	5.6	4.45	-1.15
GSCOC_T00034889001	9.61	9.45	-0.16
GSCOC_T00034890001	8.01	7.58	-0.43
GSCOC_T00034891001	1.03	3.76	2.73
GSCOC_T00034892001	-0.76	2.71	3.47
GSCOC_T00034893001	3.96	4.14	0.18
GSCOC_T00034895001	4.88	6.48	1.59
GSCOC_T00034897001	4.21	4.57	0.36
GSCOC_T00034900001	1.77	2.13	0.36
GSCOC_T00034901001	3.08	3.31	0.23
GSCOC_T00034902001	1.16	1.45	0.29
GSCOC_T00034903001	4.89	3.06	-1.84
GSCOC_T00034904001	2.1	7.23	5.14
GSCOC_T00034905001	6.55	7.14	0.6
GSCOC_T00034907001	5.09	5.39	0.3
GSCOC_T00034908001	2.88	3.15	0.27
GSCOC_T00034909001	2.74	3.37	0.63
GSCOC_T00034911001	2.37	2.99	0.62
GSCOC_T00034912001	6.18	6.59	0.4
GSCOC_T00034913001	3.49	3.13	-0.37
GSCOC_T00034914001	4.38	5.92	1.54
GSCOC_T00034915001	4.04	2.13	-1.91
GSCOC_T00034916001	4.67	3.05	-1.61
GSCOC_T00034917001	5.48	3.88	-1.6
GSCOC_T00034920001	6.27	7.78	1.5
GSCOC_T00034922001	4.63	4.97	0.34
GSCOC_T00034923001	1.61	3.83	2.22
GSCOC_T00034924001	3.95	3.73	-0.22
GSCOC_T00034925001	4.61	4.42	-0.19
GSCOC_T00034926001	4.07	6.69	2.62
GSCOC_T00034928001	5.95	6.32	0.37
GSCOC_T00034929001	3.08	3.31	0.23
GSCOC_T00034930001	3.65	3.43	-0.23
GSCOC_T00034931001	4.52	5.03	0.51
GSCOC_T00034934001	5.72	2.27	-3.45
GSCOC_T00034935001	2.83	5.06	2.23
GSCOC_T00034942001	5.6	6.37	0.77
GSCOC_T00034943001	0.82	3.45	2.63
GSCOC_T00034945001	4.87	5.78	0.92
GSCOC_T00034946001	1.53	5.6	4.07
GSCOC_T00034948001	1.8	1.49	-0.3
GSCOC_T00034950001	4.44	5.56	1.12
GSCOC_T00034951001	3.11	3.01	-0.1
GSCOC_T00034952001	5.33	4.67	-0.67
GSCOC_T00034953001	5.68	5.21	-0.47
GSCOC_T00034954001	-0.76	3.39	4.15
GSCOC_T00034955001	5.14	6.43	1.29
GSCOC_T00034956001	6.97	2.94	-4.02
GSCOC_T00034957001	5.37	5.07	-0.3
GSCOC_T00034958001	6.12	5.77	-0.35
GSCOC_T00034961001	3.74	0.16	-3.58
GSCOC_T00034963001	4.89	3.98	-0.91
GSCOC_T00034964001	2.01	6.57	4.56
GSCOC_T00034965001	6.98	5.96	-1.02
GSCOC_T00034966001	4.79	2.05	-2.74
GSCOC_T00034967001	-0.56	4.03	4.59
GSCOC_T00034968001	2.44	4.43	1.99
GSCOC_T00034969001	6.93	6.58	-0.35
GSCOC_T00034970001	5.04	2.25	-2.79
GSCOC_T00034972001	4.39	4.49	0.1
GSCOC_T00034973001	4.16	5.15	0.99
GSCOC_T00034974001	4.56	4.23	-0.33
GSCOC_T00034975001	5.91	5.48	-0.43
GSCOC_T00034977001	7.45	6.93	-0.52
GSCOC_T00034979001	3.92	3.83	-0.09
GSCOC_T00034980001	5.4	4.18	-1.22
GSCOC_T00034982001	7.69	6.09	-1.6
GSCOC_T00034983001	6.41	5.83	-0.58
GSCOC_T00034984001	1.48	1.49	0.01
GSCOC_T00034987001	6.65	6.32	-0.33
GSCOC_T00034989001	-3.21	2.65	5.86
GSCOC_T00034990001	7.28	7.09	-0.18
GSCOC_T00034991001	6.01	5.2	-0.81
GSCOC_T00034996001	5.36	6.34	0.98
GSCOC_T00034997001	5.46	2.27	-3.19
GSCOC_T00034998001	4.46	4.54	0.08
GSCOC_T00035009001	4.29	-0.28	-4.57
GSCOC_T00035011001	3.26	2.28	-0.98
GSCOC_T00035013001	4.99	5.94	0.95
GSCOC_T00035015001	-0.32	1.54	1.87
GSCOC_T00035016001	2.35	2.3	-0.05
GSCOC_T00035017001	1.22	-3.21	-4.43
GSCOC_T00035018001	4.87	3.64	-1.23
GSCOC_T00035019001	7.22	6.05	-1.17
GSCOC_T00035020001	1.68	1.94	0.27
GSCOC_T00035021001	3.6	4.04	0.44
GSCOC_T00035025001	0.56	2.87	2.31
GSCOC_T00035027001	3.61	6.59	2.98
GSCOC_T00035035001	1.04	2.92	1.89
GSCOC_T00035037001	4.49	4.75	0.26
GSCOC_T00035039001	0.82	-1.92	-2.74
GSCOC_T00035041001	5.6	5.11	-0.49
GSCOC_T00035045001	1.31	1.86	0.55
GSCOC_T00035049001	1.51	1.78	0.27
GSCOC_T00035054001	6.43	5.88	-0.55
GSCOC_T00035056001	5.28	5.06	-0.22
GSCOC_T00035057001	4.44	4.31	-0.13
GSCOC_T00035058001	4.87	4.31	-0.56
GSCOC_T00035059001	4.54	3.97	-0.57
GSCOC_T00035060001	3.47	4.31	0.83
GSCOC_T00035061001	0.91	1.13	0.22
GSCOC_T00035067001	1.44	0.95	-0.49
GSCOC_T00035069001	6.99	6.36	-0.62
GSCOC_T00035070001	6.17	-0.81	-6.98
GSCOC_T00035074001	1.07	2.59	1.52
GSCOC_T00035076001	4.43	3.83	-0.6
GSCOC_T00035078001	4.92	-2.4	-7.33
GSCOC_T00035079001	3.76	2.57	-1.19
GSCOC_T00035087001	2.51	2.71	0.2
GSCOC_T00035089001	6.46	4.24	-2.22
GSCOC_T00035090001	3.68	2.66	-1.02
GSCOC_T00035095001	5.47	4.77	-0.7
GSCOC_T00035096001	4.02	6.03	2.01
GSCOC_T00035097001	1.41	4.27	2.86
GSCOC_T00035098001	3.63	4.6	0.97
GSCOC_T00035100001	7.39	7.29	-0.1
GSCOC_T00035101001	0.74	0.75	0.01
GSCOC_T00035102001	1.98	2.6	0.62
GSCOC_T00035104001	2.67	-2.03	-4.7
GSCOC_T00035105001	2.06	2.74	0.68
GSCOC_T00035120001	5.18	9.11	3.92
GSCOC_T00035121001	5.23	6.29	1.06
GSCOC_T00035123001	5.56	6.87	1.31
GSCOC_T00035126001	7.68	7.44	-0.24
GSCOC_T00035128001	5.03	6.7	1.68
GSCOC_T00035129001	3.82	4.04	0.22
GSCOC_T00035130001	1.29	1.27	-0.02
GSCOC_T00035131001	-1.5	0.86	2.36
GSCOC_T00035132001	3.31	4.1	0.78
GSCOC_T00035135001	1.98	2.1	0.13
GSCOC_T00035140001	3.82	1.98	-1.84
GSCOC_T00035142001	6.87	5.39	-1.48
GSCOC_T00035143001	3.52	2.63	-0.89
GSCOC_T00035145001	6.56	7.1	0.54
GSCOC_T00035146001	2.02	-0.29	-2.31
GSCOC_T00035148001	6.83	5.78	-1.05
GSCOC_T00035151001	5.33	3.94	-1.38
GSCOC_T00035156001	1.57	0.76	-0.8
GSCOC_T00035160001	3.22	2.11	-1.11
GSCOC_T00035166001	0.67	0.71	0.04
GSCOC_T00035173001	1.07	-1.13	-2.2
GSCOC_T00035175001	2.75	1.05	-1.7
GSCOC_T00035177001	4.59	5.84	1.25
GSCOC_T00035178001	-0.62	0.28	0.9
GSCOC_T00035179001	8.65	4.31	-4.34
GSCOC_T00035180001	-0.31	1.16	1.48
GSCOC_T00035182001	3.17	5.17	2.01
GSCOC_T00035183001	2.49	-0.11	-2.6
GSCOC_T00035184001	1.46	4.08	2.62
GSCOC_T00035185001	1.07	-0.33	-1.4
GSCOC_T00035195001	3.17	2.45	-0.72
GSCOC_T00035204001	-0.25	2.63	2.89
GSCOC_T00035207001	-0.13	0.09	0.22
GSCOC_T00035208001	3.42	4.11	0.69
GSCOC_T00035212001	7.67	7.19	-0.48
GSCOC_T00035214001	7.42	5.05	-2.37
GSCOC_T00035217001	1.64	-1	-2.65
GSCOC_T00035218001	5.94	5.43	-0.51
GSCOC_T00035219001	1.84	0.32	-1.52
GSCOC_T00035221001	5.56	5.04	-0.52
GSCOC_T00035222001	2.04	2	-0.04
GSCOC_T00035223001	2.1	0.64	-1.47
GSCOC_T00035224001	4.19	0.41	-3.78
GSCOC_T00035226001	2.29	1.57	-0.72
GSCOC_T00035227001	1.94	0.94	-0.99
GSCOC_T00035229001	2.88	-0.09	-2.98
GSCOC_T00035230001	3.43	2.82	-0.61
GSCOC_T00035231001	4.36	3.78	-0.57
GSCOC_T00035232001	0.69	0.76	0.07
GSCOC_T00035233001	2.16	-1.92	-4.07
GSCOC_T00035234001	4.63	4.1	-0.53
GSCOC_T00035237001	4.93	5.32	0.38
GSCOC_T00035238001	6.25	5.58	-0.66
GSCOC_T00035239001	5.82	5.25	-0.58
GSCOC_T00035243001	6.35	5.83	-0.52
GSCOC_T00035244001	4.72	4.32	-0.4
GSCOC_T00035247001	5.72	7.67	1.95
GSCOC_T00035249001	3.81	2.9	-0.91
GSCOC_T00035250001	7.35	6.66	-0.7
GSCOC_T00035251001	5.73	0.34	-5.39
GSCOC_T00035252001	2.64	2.8	0.16
GSCOC_T00035253001	-1.52	2.4	3.92
GSCOC_T00035255001	5.34	4.81	-0.53
GSCOC_T00035257001	6.59	7.48	0.89
GSCOC_T00035260001	0.33	2.48	2.14
GSCOC_T00035262001	5.41	2.72	-2.69
GSCOC_T00035263001	4.69	3.45	-1.24
GSCOC_T00035264001	5.01	4.78	-0.23
GSCOC_T00035266001	5.41	5.02	-0.39
GSCOC_T00035270001	3.54	3.49	-0.05
GSCOC_T00035271001	7.02	7.47	0.45
GSCOC_T00035276001	1.98	2.73	0.75
GSCOC_T00035277001	5.18	4.82	-0.36
GSCOC_T00035278001	2.99	3.71	0.72
GSCOC_T00035285001	3.45	3.75	0.3
GSCOC_T00035288001	5.1	1.9	-3.2
GSCOC_T00035289001	-1.42	2.89	4.31
GSCOC_T00035296001	6.5	6.37	-0.14
GSCOC_T00035298001	4.85	4.77	-0.08
GSCOC_T00035305001	4.72	4.65	-0.07
GSCOC_T00035308001	4.23	3.88	-0.34
GSCOC_T00035310001	1.56	5.15	3.59
GSCOC_T00035311001	5.08	3.05	-2.03
GSCOC_T00035313001	4.8	4.69	-0.11
GSCOC_T00035315001	0.92	1.04	0.12
GSCOC_T00035316001	4.49	4.56	0.06
GSCOC_T00035317001	-0.38	0.46	0.84
GSCOC_T00035318001	0.81	1.29	0.47
GSCOC_T00035319001	5.52	2.94	-2.58
GSCOC_T00035320001	0.3	1.97	1.67
GSCOC_T00035321001	5.12	6.09	0.98
GSCOC_T00035322001	4	3.22	-0.78
GSCOC_T00035324001	4.7	5.17	0.47
GSCOC_T00035325001	2.39	1.78	-0.61
GSCOC_T00035327001	4.8	4.05	-0.75
GSCOC_T00035328001	4.42	5.01	0.6
GSCOC_T00035330001	1.95	-1.64	-3.58
GSCOC_T00035332001	-1.02	1.71	2.74
GSCOC_T00035333001	8.22	7.56	-0.65
GSCOC_T00035335001	4.72	4.58	-0.14
GSCOC_T00035336001	4.2	4.29	0.09
GSCOC_T00035338001	7.78	7.18	-0.6
GSCOC_T00035340001	3.95	0.59	-3.36
GSCOC_T00035348001	1.65	4.49	2.84
GSCOC_T00035349001	-0.38	2.21	2.58
GSCOC_T00035350001	2.2	-0.34	-2.54
GSCOC_T00035352001	4.01	3.87	-0.13
GSCOC_T00035354001	1.36	1.08	-0.28
GSCOC_T00035355001	3.91	3.44	-0.48
GSCOC_T00035356001	1.07	1.33	0.26
GSCOC_T00035357001	6.4	3.05	-3.35
GSCOC_T00035358001	3.85	4.22	0.37
GSCOC_T00035359001	7.66	7.33	-0.32
GSCOC_T00035360001	3.43	7.51	4.08
GSCOC_T00035361001	-3.21	2.14	5.35
GSCOC_T00035366001	4.9	4.23	-0.67
GSCOC_T00035368001	2.94	4.77	1.84
GSCOC_T00035370001	2.22	2.72	0.5
GSCOC_T00035372001	2.75	2.16	-0.59
GSCOC_T00035375001	2.93	4.93	2
GSCOC_T00035376001	3.95	2.91	-1.04
GSCOC_T00035379001	1.62	4.52	2.9
GSCOC_T00035381001	4.56	4.28	-0.28
GSCOC_T00035384001	3.49	4.88	1.39
GSCOC_T00035385001	2.98	4.33	1.35
GSCOC_T00035386001	4.56	4.58	0.02
GSCOC_T00035388001	2.16	5.4	3.24
GSCOC_T00035389001	5.26	4.24	-1.02
GSCOC_T00035390001	2.73	3.59	0.85
GSCOC_T00035391001	5.04	4.11	-0.93
GSCOC_T00035393001	4.34	5.08	0.74
GSCOC_T00035394001	6.21	6.56	0.35
GSCOC_T00035395001	7.98	9.93	1.96
GSCOC_T00035396001	5.12	5.61	0.49
GSCOC_T00035398001	1.99	0.75	-1.24
GSCOC_T00035399001	2.94	1.3	-1.64
GSCOC_T00035403001	6.13	5.36	-0.77
GSCOC_T00035404001	5.32	5.09	-0.23
GSCOC_T00035405001	8.14	7.66	-0.48
GSCOC_T00035406001	6.49	5.86	-0.63
GSCOC_T00035407001	2.59	1.24	-1.34
GSCOC_T00035409001	5.6	6.03	0.43
GSCOC_T00035412001	3.74	3.34	-0.4
GSCOC_T00035413001	6.38	6.1	-0.29
GSCOC_T00035416001	4.87	4.68	-0.19
GSCOC_T00035419001	5.08	4.75	-0.33
GSCOC_T00035421001	6.46	6.96	0.5
GSCOC_T00035422001	5.5	5.86	0.36
GSCOC_T00035424001	0.76	0.66	-0.1
GSCOC_T00035425001	7.63	7.21	-0.42
GSCOC_T00035426001	3.73	4.25	0.52
GSCOC_T00035429001	2.98	4.23	1.25
GSCOC_T00035430001	3.79	1.12	-2.68
GSCOC_T00035431001	8.2	4.48	-3.73
GSCOC_T00035432001	7.05	6.55	-0.5
GSCOC_T00035433001	4.32	5.74	1.41
GSCOC_T00035435001	1.6	2.08	0.48
GSCOC_T00035437001	2.82	3.17	0.35
GSCOC_T00035438001	0.98	7.98	7
GSCOC_T00035441001	5.08	5.93	0.85
GSCOC_T00035442001	4.36	4.14	-0.22
GSCOC_T00035443001	0.55	4.86	4.31
GSCOC_T00035444001	1.46	4.69	3.22
GSCOC_T00035446001	1.46	2.71	1.25
GSCOC_T00035447001	4.41	5.78	1.37
GSCOC_T00035448001	6.66	4.99	-1.67
GSCOC_T00035449001	3.81	4.93	1.12
GSCOC_T00035450001	7.07	5.96	-1.11
GSCOC_T00035451001	2.99	3.42	0.42
GSCOC_T00035452001	5.7	5.13	-0.56
GSCOC_T00035457001	2.2	1.46	-0.74
GSCOC_T00035459001	5.86	5.76	-0.1
GSCOC_T00035460001	5.73	5.22	-0.51
GSCOC_T00035461001	4.24	3.47	-0.77
GSCOC_T00035462001	5.61	4.77	-0.84
GSCOC_T00035463001	2.4	-2.09	-4.49
GSCOC_T00035464001	3.06	3.3	0.24
GSCOC_T00035465001	3.14	5.7	2.56
GSCOC_T00035466001	1.02	0.8	-0.22
GSCOC_T00035469001	6.73	5.28	-1.45
GSCOC_T00035470001	-0.39	1.11	1.5
GSCOC_T00035472001	1.84	3.32	1.48
GSCOC_T00035473001	6.09	6.28	0.19
GSCOC_T00035475001	-0.13	1.47	1.6
GSCOC_T00035477001	4.51	4.51	0
GSCOC_T00035480001	1.43	0.73	-0.71
GSCOC_T00035481001	4.3	4.13	-0.17
GSCOC_T00035482001	5.55	5.89	0.33
GSCOC_T00035483001	0.95	0.47	-0.48
GSCOC_T00035484001	8.05	8.49	0.44
GSCOC_T00035489001	5.49	2.37	-3.13
GSCOC_T00035490001	1.32	6.44	5.12
GSCOC_T00035492001	5.24	4.89	-0.35
GSCOC_T00035493001	3.36	2.79	-0.57
GSCOC_T00035494001	3.87	4.32	0.45
GSCOC_T00035495001	1.63	0.12	-1.52
GSCOC_T00035497001	6.1	6.12	0.03
GSCOC_T00035499001	5.1	6.46	1.36
GSCOC_T00035500001	5.95	5.24	-0.71
GSCOC_T00035501001	5.64	5.48	-0.16
GSCOC_T00035502001	6.36	6.91	0.55
GSCOC_T00035503001	4.76	4.24	-0.52
GSCOC_T00035504001	1.52	1.81	0.29
GSCOC_T00035506001	4.44	5.69	1.25
GSCOC_T00035507001	2.17	6.16	3.98
GSCOC_T00035508001	10.88	11.32	0.44
GSCOC_T00035509001	2.8	3.19	0.38
GSCOC_T00035510001	1.96	2.36	0.41
GSCOC_T00035511001	2.47	3.1	0.63
GSCOC_T00035513001	5.49	-1.08	-6.56
GSCOC_T00035516001	8.59	6.55	-2.04
GSCOC_T00035517001	2.47	3.98	1.52
GSCOC_T00035519001	5.69	5.75	0.06
GSCOC_T00035520001	0.8	0.17	-0.63
GSCOC_T00035521001	7.13	6.81	-0.32
GSCOC_T00035522001	5.96	5.02	-0.95
GSCOC_T00035523001	5.18	4.34	-0.84
GSCOC_T00035524001	3.58	4.09	0.51
GSCOC_T00035525001	0.93	5.02	4.09
GSCOC_T00035527001	4.9	4.93	0.03
GSCOC_T00035528001	6.51	6.42	-0.09
GSCOC_T00035529001	4.22	1.66	-2.56
GSCOC_T00035530001	2.42	2.72	0.29
GSCOC_T00035531001	0.38	0.2	-0.18
GSCOC_T00035532001	3.93	4.07	0.14
GSCOC_T00035533001	0.74	-0.67	-1.4
GSCOC_T00035534001	5.19	4.42	-0.77
GSCOC_T00035535001	7.8	6.12	-1.68
GSCOC_T00035538001	-1.58	2.2	3.79
GSCOC_T00035540001	4.96	4.89	-0.07
GSCOC_T00035541001	5.19	4.77	-0.43
GSCOC_T00035542001	6.22	6.15	-0.07
GSCOC_T00035543001	-1.33	2.67	3.99
GSCOC_T00035545001	6.12	5.11	-1.01
GSCOC_T00035547001	6.55	6.38	-0.17
GSCOC_T00035548001	4.36	7.77	3.41
GSCOC_T00035550001	3.27	3.77	0.51
GSCOC_T00035551001	7.76	7.68	-0.08
GSCOC_T00035552001	3.74	3.95	0.2
GSCOC_T00035555001	2.29	3.52	1.22
GSCOC_T00035556001	5.56	5.68	0.13
GSCOC_T00035558001	-0.59	2.36	2.95
GSCOC_T00035560001	4.22	4.22	-0
GSCOC_T00035561001	4.35	2.38	-1.97
GSCOC_T00035562001	6.71	6.33	-0.38
GSCOC_T00035563001	5.3	4.6	-0.7
GSCOC_T00035564001	4.37	3.23	-1.14
GSCOC_T00035566001	6.81	6.49	-0.32
GSCOC_T00035567001	7.64	6.46	-1.18
GSCOC_T00035568001	6.8	6.54	-0.26
GSCOC_T00035569001	4	4.4	0.4
GSCOC_T00035571001	-0.64	2.98	3.62
GSCOC_T00035572001	0.9	3.63	2.74
GSCOC_T00035574001	-0.44	3.1	3.54
GSCOC_T00035575001	1.91	5.14	3.24
GSCOC_T00035578001	7.27	7.12	-0.15
GSCOC_T00035579001	5.99	5.29	-0.7
GSCOC_T00035580001	3.41	2.15	-1.26
GSCOC_T00035581001	2.97	3.16	0.19
GSCOC_T00035583001	5.51	2.96	-2.55
GSCOC_T00035584001	4.21	4.77	0.56
GSCOC_T00035586001	2.9	0.8	-2.11
GSCOC_T00035588001	10.02	9.73	-0.29
GSCOC_T00035589001	-1.36	2.53	3.88
GSCOC_T00035590001	7.58	6.92	-0.67
GSCOC_T00035591001	6.94	3.82	-3.12
GSCOC_T00035593001	-0.08	1.45	1.53
GSCOC_T00035594001	5.68	3.7	-1.98
GSCOC_T00035595001	4.99	5.74	0.75
GSCOC_T00035596001	7.71	6.06	-1.65
GSCOC_T00035598001	2.14	3.22	1.08
GSCOC_T00035601001	5.71	5.02	-0.69
GSCOC_T00035603001	6.83	8.06	1.23
GSCOC_T00035604001	3.33	4.52	1.19
GSCOC_T00035605001	5.44	5.31	-0.14
GSCOC_T00035607001	6.57	8.19	1.62
GSCOC_T00035608001	5.1	3.26	-1.85
GSCOC_T00035609001	6.47	6.48	0.01
GSCOC_T00035610001	3.69	3.42	-0.27
GSCOC_T00035611001	5.72	5.55	-0.17
GSCOC_T00035612001	5.57	5.24	-0.33
GSCOC_T00035613001	1.95	1.54	-0.41
GSCOC_T00035614001	4.52	4.44	-0.09
GSCOC_T00035616001	4.05	4.67	0.61
GSCOC_T00035617001	5.2	4.43	-0.76
GSCOC_T00035618001	5.76	4.99	-0.77
GSCOC_T00035620001	4.43	6.49	2.06
GSCOC_T00035621001	4.22	5.32	1.1
GSCOC_T00035622001	4.61	4.76	0.15
GSCOC_T00035624001	6.22	6.06	-0.16
GSCOC_T00035625001	2.9	4.01	1.1
GSCOC_T00035626001	6.2	6.45	0.26
GSCOC_T00035628001	4.05	4.92	0.87
GSCOC_T00035629001	5.25	4.45	-0.8
GSCOC_T00035630001	5.9	5.86	-0.03
GSCOC_T00035631001	3.7	4.04	0.34
GSCOC_T00035633001	3.85	4.62	0.77
GSCOC_T00035635001	3.69	4.32	0.63
GSCOC_T00035636001	5.02	2.45	-2.58
GSCOC_T00035637001	3.76	4.36	0.6
GSCOC_T00035641001	4.23	2.03	-2.2
GSCOC_T00035642001	5.58	5.78	0.2
GSCOC_T00035643001	6.97	7.41	0.44
GSCOC_T00035644001	1.27	2.2	0.93
GSCOC_T00035645001	4.65	3.54	-1.11
GSCOC_T00035647001	6.49	2.59	-3.9
GSCOC_T00035649001	5.8	7.15	1.35
GSCOC_T00035650001	5.9	6.53	0.64
GSCOC_T00035651001	2.36	-0.15	-2.51
GSCOC_T00035654001	1.46	0.8	-0.66
GSCOC_T00035657001	3.03	4.03	1
GSCOC_T00035658001	5.7	0.08	-5.62
GSCOC_T00035660001	6.1	6.74	0.65
GSCOC_T00035662001	1.19	2.1	0.91
GSCOC_T00035663001	5.89	6.06	0.17
GSCOC_T00035664001	5.28	5.32	0.04
GSCOC_T00035665001	-1.41	2.7	4.11
GSCOC_T00035666001	1.88	6.13	4.25
GSCOC_T00035667001	1.06	2.56	1.5
GSCOC_T00035669001	3.83	3.55	-0.28
GSCOC_T00035670001	1.47	-0.36	-1.83
GSCOC_T00035671001	5.43	5.39	-0.04
GSCOC_T00035672001	6.35	6.95	0.6
GSCOC_T00035674001	5.46	7.94	2.49
GSCOC_T00035675001	7.54	8.27	0.73
GSCOC_T00035678001	8.88	7.94	-0.94
